track_id,track_name,track_artist,track_popularity,playlist_name,playlist_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
3hxOnhD25gQj3giyWCMTEb,FTZ,Daemus Moon,15,House Electro 2019,edm,0.637,0.778,-8.184,0.0471,0.0498,0.836,0.475,,153750.0
1XKchmOVVAhSlJzDuBoQa1,Fix,Blackstreet,0,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",r&b,0.847,0.598,-2.862,0.266,0.106,0.0,0.782,92.245,
0fqKsU4Hsnb0oKlyjat9da,143,Musiq Soulchild,33,Neo Soul,r&b,0.606,0.532,-8.916,0.0464,0.0749,0.0,0.199,87.827,297800.0
3YiF4GqPHrifMDhn7mUnD1,Arroyito,Fonseca,60,MIX LATIN POP°, Latin,0.513,0.903,-6.735,0.163,0.269,0.0,0.682,93.513,238667.0
5okqNnWKKb19iRSA8Nxrv8,La Banda Mas Fiestera,Percance,28,Exitos 2020 - Latin Billboard,latin,0.776,0.862,-4.47,0.0346,0.318,0.0,0.967,105.009,171989.0
0kN4JHgF4LNPAPxEU3GdoX,Don't Believe A Word,Thin Lizzy,0,70s Hard Rock,rock,0.465,0.66,-10.019,0.04,0.0496,0.000405,0.899,139.969,137867.0
0GRu2odJjampqZpyubbFU6,Hell Yeah,Rev Theory,4,Hard Rock Workout!,rock,0.361,0.983,-3.373,0.0931,0.000129,4.41e-06,0.385,167.951,247613.0
0fOVzL7UcWEKL27LrzZPnq,Out of Place,Rewave,33,HARD ROCK Vibes,rock,0.509,0.582,-10.667,0.0416,0.0665,1.35e-06,0.622,186.225,189032.0
0Ui05Ov0s4PnRc4JI3Pilg,My Favourite Game,The Cardigans,63,Permanent Wave,rock,0.586,0.777,-6.185,0.0303,4.78e-05,0.00147,0.424,143.339,220468.0
4Smc3nFAoZOMEsrxnCXpgz,Tártaro,Buscabulla,0,POPTIMISM,pop,0.644,0.714,-9.871,0.0771,0.00864,0.129,0.419,110.017,223482.0
0hldD2VlgyUsxGBUGnxclQ,Fung Shway - Original Mix,Daniel Leseman,9,House/Electro/Progressive/Disco/Lofi/Synthwave,edm,0.881,0.472,-10.545,0.151,0.0876,0.0114,0.354,120.005,384525.0
693x7mqPNtiFzJSkFZcB1N,Decisions,NAGASHI,62,Lo-Fi Beats,rap,0.444,0.26,-19.291,0.0695,0.846,0.764,0.289,112.062,89031.0
19qn6oU2t0E72ENA0aWNsX,So What,P!nk,15,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,pop,0.535,0.888,-3.1,0.0446,0.000304,2.17e-06,0.451,126.011,215160.0
5EBWCGlCn65HM8Hglrc5V1,Come Back To Me,Janet Jackson,38,New Jack Swing,r&b,0.437,0.396,-13.083,0.0265,0.595,0.0188,0.0648,77.906,332840.0
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,94,Todo Éxitos,pop,0.501,0.405,-5.679,0.0319,0.751,0.0,0.446,109.891,182161.0
7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Arctic Monkeys,66,permanent wave,rock,0.646,0.813,-5.29,0.0288,0.00178,2.26e-05,0.821,112.115,
4tYpYYoOI7WDxbCnPninwE,Black Cat,Janet Jackson,43,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,r&b,0.705,0.913,-7.253,0.0484,0.103,0.00111,0.665,114.959,290573.0
4x0cvchv700bFYi04xWOBM,One Two Fuck You - Radio Version,Kastenholt & Dee,28,Gym (Melbourne Bounce/Progressive House),Edm ,0.52,0.846,-3.644,0.0801,0.000256,0.745,0.533,125.896,
525yPO8r5J6kLostDxm3XK,Back That Azz Up,Juvenile,59,Dirty South Rap Classics by DJ HOTSAUCE,rap,0.752,0.82,-3.35,0.257,0.0339,0.0,0.528,191.685,265560.0
3XEUVgaBwMQx5zMwS4cDO0,Mili Raahat,Raga,31,RAP 91,rap,0.72,0.707,-9.996,0.474,0.394,0.0,0.16,139.885,155402.0
1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,Calle 13,73,Reggaeton Classics,latin,0.829,0.878,-5.951,0.101,0.0959,0.0,0.883,87.991,239307.0
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,78,ElectroPop 2020,pop,0.579,0.736,-3.863,0.0527,0.31,0.0,0.613,127.999,230613.0
6DrKAWEg6SURfkuOSc9cCe,Keeps Me High,Ez Quew,43,EDM 2019,edm,0.695,0.781,-4.688,0.0627,0.291,8.86e-06,0.45,,167537.0
28FGV3ORH14MYORd7s5dlU,Not Alike (feat. Royce Da 5'9),Eminem,72,Hip Hop Controller,rap,0.904,0.756,-3.746,0.32,0.0692,0.0,0.342,140.005,288087.0
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,79,🤩🤪Post Teen Pop🤪🤩,pop,0.768,0.864,-6.145,0.0324,0.101,0.0,0.891,110.008,173027.0
3RIK7cSazP9ui98nJIXXDX,Passion Whine - Remastered,Farruko,2,Latin/Hip Hop/Dancehall/Soca,latin,0.795,0.702,-3.427,0.0593,0.366,0.0,0.783,80.99,213200.0
5XrEp3lrbyXzaK5kJ921h5,Eastside Drama,Brownside,0,Chicano Rap,latin,0.64,0.697,-9.785,0.352,0.078,0.0,0.723,177.61,319907.0
4mxWSdf71VFO52qFeY0fZt,What Lovers Do (feat. SZA),Maroon 5,16,Electropop Hits  2017-2020,pop,0.795,0.608,-5.222,0.0694,0.0767,2.92e-06,0.386,110.001,199849.0
0SrNEzRKXRZIq3IT0nGRuy,Te Confisco - Remix,Anonimus,44,El Ritmo,latin,0.796,0.696,-4.384,0.382,0.389,0.0,0.768,187.832,322573.0
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,84,Hip Pop 2019,r&b,0.596,0.854,-5.114,0.463,0.0169,0.0,0.152,120.274,203418.0
639cc3IeyJVop1Wxm57FP3,Real Love,Drizabone,42,R&B 80's/90's/00's,r&b,0.786,0.678,-8.329,0.086,0.0263,2.83e-06,0.811,105.468,315467.0
1NleqQdTDGWJBk0bVxldab,O - Reprise,Coldplay,32,Coldplay – Ghost Stories (Deluxe Edition),rock,0.201,0.327,-11.975,0.0285,0.869,0.846,0.0945,107.019,97360.0
3RTqz2n2IF9QFmL8vFdshr,Go Home (feat. Mark O),Lonely in the Rain,38,Electro Posé - Discoveries,edm,0.363,0.557,-8.467,0.0505,0.945,0.459,0.106,95.731,202212.0
4LLTqpc4ywNrx89seBQi3w,When Doves Cry - Recorded At Spotify Studios NYC,Sarah Jarosz,59,Bluegrass Covers,r&b,0.77,0.335,-10.095,0.0634,0.641,7.59e-05,0.489,127.905,280828.0
7zrPswSV1yxrill5OyCuaU,Pusherman,Curtis Mayfield,55,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,r&b,0.851,0.669,-9.562,,0.239,0.0852,0.911,126.624,300693.0
0hew0h04VY3ShVnbD0wOsb,If Ever,Da A Clan,0,Latin Hip Hop/Freestyle,latin,0.652,0.801,-13.812,0.0503,0.113,0.0,0.842,121.368,218787.0
3pV1ySVuEVPqhrQfkZ8jcm,It Never Rains (In Southern California),Tony! Toni! Toné!,24,1987-1997 OLD SKOOL JAMZ,r&b,0.717,0.469,-9.92,0.044,0.23,3.49e-06,0.856,79.86,302360.0
4fsyPCAb55yWiyJVbDJLr5,Falling for You,Tamia,39,urban contemporary,r&b,0.789,0.753,-7.395,0.0324,0.106,4.08e-05,0.81,110.544,311600.0
51gJTJ1l7OCWHjGvfiZ177,Crystals,Of Monsters and Men,5,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,0.582,0.763,-7.288,0.0308,0.00228,0.000332,0.327,132.178,243520.0
2wWboDFZJPWXVNlHUbdSVQ,Dear No One,Tori Kelly,67,The Sound of Post-Teen Pop, Pop,0.627,0.592,-5.977,0.314,0.126,0.0,0.462,167.882,197847.0
2gGGapSjwJUMTFZ3TUBZ1p,Arráncame - Live,Marissa Mur,49,Vibra Tropical,latin,0.717,0.734,-6.976,0.107,0.502,0.0,0.71,103.004,209987.0
6EmwBRFDI25uukoQ9jCU6J,Hot In Herre,Jenny Owen Youngs,41,Bluegrass Covers,r&b,0.623,0.553,-7.441,0.0252,0.581,1.44e-06,0.752,87.992,256120.0
7ANroj1yWw0YEGcLf7HO3Q,Free Yourself,Fantasia,54,Neo-Soul / Soulful R&B,r&b,0.717,0.449,-9.688,0.0596,0.681,0.0,0.611,108.802,257427.0
3Rc2ajBMInxeNGVkMPC92Y,Dancing On My Own,Robyn,61,Ultimate Indie Presents... Best Indie Tracks of the 2010s,r&b,0.678,0.871,-4.781,0.0342,0.0587,0.249,0.28,117.029,
4IkCvLPQfBEclen1NuIDIL,Painless,Fozzy,56,Hard Rock Workout,rock,0.391,0.93,-4.16,0.0509,4.9e-05,0.000569,0.502,179.99,239780.0
2CeOBN9Hjh1ux8MH86VW1H,Faded Pictures - From The Rush Hour Soundtrack,Case,0,Ultimate Throwbacks Collection,r&b,0.704,0.514,-7.475,0.155,0.0888,3.11e-06,0.578,82.013,230867.0
2Ee4xp5gWMeLavEWHaXe8K,Greatest DJ - Radio Edit,twoloud,40,BIG-ROOM NEVER DIES !,edm,0.55,0.961,-3.049,0.0412,0.000628,0.759,0.0391,128.027,189514.0
6UIo6YbaXihIZ72MWUpcGb,KILL4ME,Marilyn Manson,63,Hard Rock Workout,rock,0.635,0.688,-6.136,0.0346,0.0023,1.07e-05,0.389,107.989,239240.0
6IievBse1PXM8OSR6GkjSs,Karma Police,Mother Falcon,31,Bluegrass Covers,r&b,0.248,0.33,-14.419,0.0396,0.14,0.0191,0.0456,73.627,262724.0
2udRqNX3z2OjdqR01ebDwU,No Dices Mas,Mœnia,62,ELECTROPOP EN ESPAÑOL,Pop ,0.707,0.716,-6.939,0.0277,0.109,0.000929,0.597,127.017,259800.0
44AIhFBXRCwSrQD7RQSBoz,Breathe,T-Mass,32,Trap Nation,rap,0.513,0.849,-3.637,0.0617,0.00168,0.346,0.23,160.061,231269.0
7mH6VQBSmMrvoL5LkIs8Ec,Livin' It Up - Album Version (Edited),Ja Rule,37,90s/00s Hip Hop & RnB,r&b,0.875,0.771,-4.052,0.321,0.064,0.0,0.642,106.022,257133.0
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,Survivor,76,’80s Hard Rock,rock,0.817,0.599,-9.249,0.0328,0.132,0.000311,0.548,108.873,245640.0
7ny2ATvjtKszCpLpfsGnVQ,A Hard Rain's A-Gonna Fall,Bob Dylan,59,Nikki Sixx's Top Pixx,rock,0.567,0.198,-18.681,0.0327,0.919,0.000871,0.321,92.467,412200.0
4AF6IcOMAQpAZc4XombycW,LazersX999,HI-LO,43,Electro House - by Spinnin' Records,edm,0.673,0.983,-5.613,0.0718,0.001,0.842,0.379,124.998,208586.0
0Hk9AgUFU3ujjlD5Fxvk77,Bonita Si E´ (feat. Chelito de Castro),Donny Caballero,44,MIX LATIN POP°,latin,0.842,0.793,-4.268,0.119,0.31,0.0,0.857,122.991,214573.0
1nYWmABuAHNjdRdAcasmQv,Take Me Away,Calippo,49,Pop Dance Hits,pop,0.803,0.75,-4.193,0.0956,0.0653,1.88e-05,0.553,124.994,201120.0
59TIZEX3JIZdtxCAKFwUjX,All I Do Is Cry,Baby Doll,0,Latin Hip Hop/Freestyle,latin,0.672,0.546,-12.266,0.0363,0.00118,0.00319,0.458,128.068,248907.0
2Q7LpkYrS0PBpoq3iCqypa,Ramblin' Man,The Allman Brothers Band,16,Supernatural Classic Rock,rock,0.309,0.831,-8.288,0.036,0.488,0.00304,0.934,181.145,288160.0
6qO9lB5HScamYEOddv0Km0,Biblioteka Trap,Mata,64,Trap strefa,rap,0.642,0.717,-7.342,0.163,0.0945,6.01e-06,0.156,148.145,215676.0
0lgHrv9qcVhwII3aW9aMZJ,Walls - Joris Voorn Remix,Yotto,58,Deep Electronic Music 2020 & Progressive House, Edm,0.554,0.83,-5.82,0.0358,0.000376,0.851,0.331,122.99,220488.0
0AyAhgf2sihNnGt1ymLhg2,My Death,Scott Walker,24,Permanent Wave,rock,0.255,0.372,-16.437,0.0424,0.291,0.0,0.392,82.417,297480.0
3hyCD76SOIQ9JpNK1hd5kl,Maria Lionza - Massivedrum Remix,Praia Del Sol,0,Latin Village 2019,latin,0.817,0.896,-4.702,0.067,0.0325,0.851,0.497,127.987,356797.0
0IbQYF97U1zJakBsOE13aB,Anthem,Michael June,13,Sick Big Room House Drops | EZUMI,edm,0.627,0.971,-3.328,,0.000753,0.678,0.45,128.005,238166.0
4RaWbMItxVbuUExNkFsITP,La Jeepeta,Nio Garcia,63,Baila Reggaeton,latin,0.816,0.726,-5.334,0.267,0.48,1.41e-06,0.707,175.933,204809.0
1yV7pm9O3dsM4WvSJnnMcQ,Summer Of Love - Ian Carey Radio Remix,Sunloverz,0,Electro/Progressive/Club House,edm,0.589,0.833,-5.984,0.0417,0.138,0.00604,0.561,127.909,190613.0
26T9IOS6Bi9iOUjKkcZsZo,Tiburon,Proyecto Uno,58,Paraiso Tropical,latin,0.868,0.852,-9.403,0.0474,0.198,5.3e-05,0.907,130.155,302333.0
6Lr9sGM6kARYVDL2dj0lqV,Room in Here (feat. The Game & Sonyae Elise),Anderson .Paak,53,NEO-soul,r&b,0.643,0.894,-4.765,0.374,0.269,4.73e-06,0.459,86.985,239173.0
6xuJuA7F6ey3aULMRY4QWQ,Giving Up (feat. Jaden Michaels) - Krischvn Remix,QUIX,31,Nasty Bits,edm,0.823,0.728,-3.749,0.152,0.0734,0.00287,0.573,,227976.0
0dtSNgQP0hY5Ar5XvJ6WMv,Amiga,Pol Del Sur,23,This Is: Javiera Mena,pop,0.779,0.571,-6.847,0.0286,0.182,0.00345,0.463,120.003,274200.0
5iAB4tlYseBES4MKqgY4KG,Relaxing Crickets And Waterfall,Natural Sound Makers,52,Tropical Nights, Latin,0.0787,0.000175,-35.96,0.058,0.118,0.972,0.0116,169.062,264154.0
2iObjOsy2vpsariW4Y7hQg,Costa Rica,Bankrol Hayden,67,Pop Hits 2000-2019,edm,0.9,0.482,-8.98,0.421,0.201,0.0,0.68,127.866,114965.0
7rAUH8YZRvGyZ5wmoKjYbG,So I Met Someone,VHS Collection,53,The Sound of Indie Poptimism,pop,0.605,0.725,-5.854,0.0344,0.0461,1.93e-05,0.559,88.979,220667.0
6ADSaE87h8Y3lccZlBJdXH,With Or Without You - Remastered,U2,79,The Sound of Permanent Wave,rock,0.54,0.429,-11.822,0.0285,0.000202,0.355,0.113,110.171,295516.0
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter,Train,77,Permanent Wave,rock,0.468,0.64,-5.862,0.0275,0.154,0.0,0.499,79.297,259933.0
4Z9WGxCeroZeuyW3kEwz8N,Hasta Las 6,Kodigo,46,Trap Luv,rap,0.681,0.454,-10.052,0.0739,0.197,3.36e-06,0.12,139.923,441504.0
3DtqXRrp2DTv1eTT9a28rN,Ya Tú Sabes,CNCO,40,latin hip hop,latin,0.756,0.697,-4.765,0.0652,0.0116,0.0,0.598,142.106,175376.0
3JlHPSGJykKR0EAESs8Ope,No Entiendes La Onda (How I Could Just Kill A Man) - Spanish Edit,Cypress Hill,43,HIP-HOP: Latin Rap ['89-present],latin,0.789,0.795,-8.699,0.116,0.00781,0.00151,0.849,101.981,249693.0
2ze3FsjHLwoT18zzAP6SMM,Starbreaker,Judas Priest,32,70s Hard Rock,rock,0.386,0.847,-4.487,0.0965,0.00482,1.15e-06,0.765,142.73,287973.0
0XQS5LplyQu8ACZUC2ugOw,Bounce,L1ND,23,Bounce United,edm,0.791,0.834,-7.113,0.0608,0.00965,0.475,0.327,127.998,153760.0
57ku0GRhHxZugoRpmMyKhn,Baby I'm Yours - Re-Recorded,Shai,7,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",R&B ,0.708,0.602,-9.351,0.0418,0.329,0.00237,0.721,143.813,
5t4UEmk8EY7rX3djdFtXBo,Uhhh,DJ DYLVN,35,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,latin,0.888,0.705,-3.996,0.268,0.0228,4.56e-05,0.865,92.025,160303.0
1v5cgIyffYtfEx0swttdoE,Bring Da Ruckus,Wu-Tang Clan,63,90's Hip Hop Ultimate Collection,rap,0.794,0.627,-9.431,0.36,0.234,0.0,0.518,87.554,251467.0
4NO3hYYJudCN6MrcToFCos,Beautiful,Snoop Dogg,3,Ultimate Throwbacks Collection,r&b,0.905,0.693,-6.418,0.131,0.234,0.0,0.963,101.019,298307.0
6RyuoOJXNzlVWpfC5xQyeI,Alocao (With Bad Gyal),Omar Montes,82,Todo Éxitos,pop,0.673,0.752,-4.705,,0.214,1.53e-06,0.699,178.005,209320.0
7IohFKIwrb75c4XaqX7WWo,This Is Love,will.i.am,60,"post-teen alternative, indie, pop (large variety)",pop,0.535,0.796,-3.446,0.0445,0.00473,0.0,0.282,128.952,279027.0
4dVJyyeCPEONr44NIrXvie,The Jam,Logic,55,This Is Logic,rap,0.814,0.589,-7.762,0.324,0.0145,0.0,0.375,,238400.0
5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,Lou Reed,74,Classic Rock,rock,0.575,0.318,-16.729,0.109,0.683,0.000202,0.385,104.522,254173.0
4J7CKHCF3mdL4diUsmW8lq,Under Control,Calvin Harris,72,Happy EDM,edm,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.51,126.094,184280.0
17ssUlNujrxR8EJ1NzFJyV,Wrong for Me,OUTRAGE,21,Trending EDM by Nik Cooper, Edm,0.54,0.925,-3.785,0.178,0.0369,0.777,0.174,128.092,187534.0
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,85,New Hip Hop‏‏​​   ‍,r&b,0.529,0.9,-3.503,0.418,0.000248,1.21e-05,0.434,,
2xibZVK28LY9dr6gvqza7r,"Hold Me, Thrill Me, Kiss Me",Gloria Estefan,33,This Is Gloria Estefan,latin,0.626,0.553,-7.022,0.026,0.279,0.0,0.477,109.403,202333.0
5Sq7pwP3ckLbwBt4oa9cxq,New Beat,Toro y Moi,36,GTA V - Radio Mirror Park,pop,0.746,0.676,-5.702,,0.366,0.447,0.854,115.016,244547.0
4Pwjz3DfvfQWV0rO2V8jyh,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,64,Feeling Accomplished,r&b,0.587,0.698,-8.948,,0.0152,0.0,0.0985,133.954,310720.0
0Nh1u8Gd6lVz3BE0Odg4sV,Totem,Sex Room,13,Jeff Seid Electro House,edm,0.655,0.902,-4.118,,0.0128,0.149,0.315,128.024,176250.0
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,87,POPTIMISM,pop,0.74,0.498,-6.684,0.0456,0.0169,0.00282,0.652,98.016,207039.0
7AxmT6cBkyLwEnb1IJWtUr,Operate - The Chainsmokers Remix,ASTR,51,The Sound of Indie Poptimism,pop,0.592,0.927,-7.446,0.0379,1.42e-05,0.583,0.326,126.005,232381.0
3T4UodGkfZObJ43RtA5KFU,Connection,OneRepublic,70,Electropop 2019, Pop,0.611,0.602,-4.89,0.0437,0.000837,0.0,0.624,168.154,148460.0
4Mg3aeA9ZrEZrhL4ANs23u,Hello,Ice Cube,55,90s Gangsta Rap / Top Hip-hop Classics,rap,0.897,0.631,-6.245,0.28,0.111,0.0,0.685,91.388,231467.0
4qdXwB87WRfDaMcfVpD44G,Cuestión de Ti,Tino El Pingüino,36,HIP-HOP: Latin Rap ['89-present],latin,0.643,0.828,-6.875,0.232,0.177,0.0,0.914,169.887,172080.0
4XibrJJHS3DJO13t3hF6SW,Baltimore,Jazmine Sullivan,27,NEO FUNK AND SOUL,r&b,0.748,0.622,-9.043,0.07,0.0472,0.00254,0.838,79.95,303227.0
7EUiapvzdmXuh191SHrpFT,Blood,Breaking Benjamin,3,New Hard Rock,rock,0.475,0.971,-2.755,0.0824,4.16e-05,3.66e-05,0.348,90.52,189120.0
5h8VHxOBK1VWWj46T8fSly,TELÉFONO,Aitana,62,Los Cangri,latin,0.691,0.829,-4.627,0.158,0.102,0.000177,0.564,172.161,163294.0
6F1kPSgdnlSzZRfskE9vaV,Lions in the Wild,Martin Garrix,2,Big Room House | Festival Bangers,edm,0.504,0.847,-6.81,0.0442,0.00434,0.0,0.28,127.854,211890.0
1iOmLEvypLACEMAuFd1kJb,Warriors,Paris Blohm,43,Epic Bass Drops | Best House Mixes,edm,0.569,0.924,-3.433,0.074,0.00698,0.000464,0.0455,127.906,169680.0
4dHuU8wSvtek4sxRGoDLpf,One Kiss - Oliver Heldens Remix,Calvin Harris,5,Deep Electronic Music 2020 & Progressive House,edm,0.717,0.752,-6.933,,0.251,0.000468,0.14,123.97,281267.0
1U5rJXcvCZmpy3apIwoIQv,Mercedes Boy - Single Remix Version,Pebbles,0,1987-1997 OLD SKOOL JAMZ,r&b,0.685,0.853,-7.075,0.0568,0.0335,0.0211,0.968,114.905,235013.0
06WohfoFEUa5faNy8f9S5N,Adrenalize,In This Moment,59,Hard Rock Workout,rock,0.465,0.96,-3.888,,0.00023,0.0,0.43,132.014,255773.0
5e0vgBWfwToyphURwynSXa,Run Away With Me,Carly Rae Jepsen,62,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,0.564,0.719,-5.505,0.0475,0.0126,0.000177,0.251,119.023,251320.0
6xpEVwTvW5KNqPQ7yFpq12,Ascension (Don't Ever Wonder),Maxwell,0,Neo-Soul Essentials,r&b,0.757,0.466,-10.709,0.0322,0.0766,0.0488,0.749,96.044,346280.0
5T5KSlHqsArMUX3c40jvr6,Badman - Will Clarke Remix - Edit,Idris Elba,1,💊ELECTRO-HOUSE-TECH💊,edm,0.715,0.871,-5.93,0.0374,0.00209,0.521,0.323,124.006,232508.0
3Eemi4XR3hqNP4JnIV35Ca,Solo,Faustix,59,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass, Edm,0.405,0.846,-6.207,0.285,0.0601,0.0,0.232,105.091,151286.0
2Gurqr6KIekGwLiCt0gGKX,pheuratix,mr_slace,56,Lo-Fi Beats,rap,0.286,0.194,-19.185,,0.429,0.874,0.16,144.636,134897.0
3KyUEbeJ7N0BwkI55C2X7k,Groove My Mind,Color Me Badd,19,Ultimate Throwbacks Collection,r&b,0.595,0.552,-10.574,0.0375,0.0254,0.0,0.647,,308933.0
1oLcpJA9TfwwejiEM9C5gi,"Shake It Up - From ""Shake It Up""",Selena Gomez,50,post teen pop,pop,0.724,0.782,-7.407,0.0334,0.0368,0.0,0.797,128.01,180827.0
5LN1B9uVAVleCZ2euGarvi,MVP,Big L,53,90's Hip Hop Ultimate Collection,rap,0.857,0.672,-5.934,0.16,0.0649,0.0,0.671,86.777,218867.0
2XtxcDeJKfsW5J2gSOAVb9,Fcukin Beats,Laidback Luke,42,Alex Workout, Edm,0.758,0.946,-4.263,0.059,0.00129,0.0664,0.821,,171253.0
0qIuovp55BJg9tSmS2ZtFK,Rain (feat. Vince Staples),Mac Miller,7,Smooth Hip Hop,r&b,0.449,0.638,-8.484,0.334,0.597,0.0,0.655,176.673,153733.0
0cfgMbqcqdDVkooYMhnrV2,Outlaw Shit (feat. Waylon Jennings & Yelawolf),Struggle Jennings,52,Southern soul & hip hop,Rap ,0.64,0.686,-5.962,0.0425,0.00694,2.24e-06,0.318,75.673,261157.0
03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,74,The Sound of Southern Hip Hop,rap,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.361,131.497,
3TTWvQKBMt1SfsPHSnHJTS,Chega de Falar de Ice,Leozin,21,Trapperz Brasil,rap,0.609,0.464,-8.509,0.212,0.222,0.0,0.265,129.824,177245.0
1OUyhEwoJiByXl4Dgjtkux,Escape With Me,Mark Sixma,28,Trending EDM by Nik Cooper,edm,0.605,0.881,-5.526,,0.00215,0.746,0.159,129.99,190279.0
1NHmcD7dVRn3RAB98wcgIa,My Life Be Like(Grits),L. Starz,54,ElectroPop 2020,pop,0.636,0.905,-4.065,0.0652,0.0327,1.69e-05,0.705,99.059,185915.0
3a5eLAeyZQfniimaVZBDRz,Sexy Halation,Kiyotaka Sugiyama,24,City Pop 1985 シティーポップ,rock,0.779,0.608,-7.37,0.0289,0.401,0.000474,0.695,,273133.0
36LQYp5FNsuT5voIO9bdfZ,Came For The Low,ZHU,61,Trance Party 2019 by FUTURE TRANCE,edm,0.794,0.531,-6.798,0.0448,0.0184,0.0482,0.13,117.968,195976.0
7guegNxwAH0uZsQx7i69Iw,Jah No Partial - Yellow Claw & Yung Felix Remix,Major Lazer,38,Epic Bass Drops,edm,0.562,0.723,-8.922,0.0335,0.00145,0.45,0.484,145.031,190380.0
2bXR3wHjJ7zBZ7RRuTVCvQ,The Perfect Kiss - 2015 Remaster,New Order,50,"""Permanent Wave""",rock,0.629,0.859,-6.065,0.0325,0.00521,0.252,0.8,130.405,289373.0
15wPtgg6jsyMLhIkjcSpl4,Ahora Es,Wisin & Yandel,64,REGGAETON VIEJO,latin,0.822,0.776,-5.524,0.108,0.104,0.0,0.705,96.01,206947.0
47zREtxQZ3cHHIZwUQnuuN,Never Be Like You (feat. Kai),Flume,3,Happy EDM,edm,0.564,0.552,-5.438,0.055,0.439,0.0,0.26,119.907,233337.0
55vTzLqSKvqLh7jiQKYnW5,HEY!,Rudeejay,27,Alex Workout,edm,0.621,0.974,-4.028,0.143,0.000265,0.103,0.293,130.112,177000.0
2APqQANaVkJ7erarpujjHh,Miracle in the Middle of My Heart - Radio Edit,Clément Bcx,25,Chillout & Remixes 💜, Pop,0.757,0.627,-6.441,0.0284,0.42,0.000868,0.212,115.017,174261.0
5xafH3RXDs4GQqc0O5IhUa,Radio Love,Lucas Estrada,53,Tropical House 🏝 2020 Hits,latin,0.74,0.756,-6.387,0.035,0.0248,0.000252,0.46,120.021,169918.0
4w2QwW8cP8Wtod76dFg6QA,I Feel so Alive,Capital Kings,1,CHRISTIAN ELECTRO / DANCE / EDM,edm,0.622,0.808,-5.184,0.0342,0.0112,0.0,0.632,128.0,
5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,15,Electropop - Pop,pop,0.783,0.623,-6.126,0.08,0.338,0.0,0.447,100.048,214480.0
30HYyVfAcWGvYfTMK2bmK0,Turn Me Up - ViP Mix,MOTi,0,Jeff Seid Electro House,edm,0.719,0.812,-4.725,0.0614,0.019,0.623,0.496,126.019,251429.0
2xqeIc7SDmbirKPGYhrKEG,Capricorn,Elderbrook,31,POPTIMISM,pop,0.831,0.847,-5.733,0.0445,0.00709,0.648,0.874,121.006,169754.0
3nXUfNbkv8ikaSdHwEp0oY,DDD,EXID,60,K-Party Dance Mix,pop,0.718,0.794,-2.877,0.0703,0.0806,0.0,0.751,114.285,205821.0
7amMgNDcObIDkIXv4xcvc2,Barking,Ramz,13,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,rap,0.527,0.465,-8.055,0.227,0.175,0.0,0.765,137.033,202827.0
6Pw3Gvw4wNMZfTYZa6IQal,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,8,Today's Hits (Clean),r&b,0.466,0.659,-6.077,0.115,0.00282,0.0,0.36,186.169,187787.0
2gfToY9trgUdYIgPkc8zwR,Thanks A Million,Jay Hardway,0,Jeff Seid Electro House,edm,0.662,0.81,-9.396,0.0316,0.0105,0.0733,0.455,120.01,216407.0
